"","V1"
"658",90.0764719200119
"659",89.8566473803488
"660",89.708303455018
"661",89.7956965498807
"662",89.401816399086
"663",89.3529583229539
"664",88.8858295318993
"665",89.3969233942672
"666",89.3532281808553
"667",89.1940801757029
"668",89.0064109889331
"669",88.9915973831846
"670",89.4094506327881
"671",88.8685300059745
"672",88.7572886844019
"673",88.6607239163033
"674",89.1424275547657
"675",89.3567513924916
"676",88.4562860783736
"677",88.3588588318056
"678",88.7074391785268
"679",88.8091156348665
"680",88.7126222503818
"681",88.9127042682608
"682",88.4708511040061
"683",88.2248396668686
"684",88.5548211482507
"685",88.3533963788228
"686",88.6057429009207
"687",89.1042484922667
"688",88.3995481073959
"689",88.6497320107711
"690",87.7715166003095
"691",88.4397176019218
"692",88.5881677281589
"693",88.4943632811206
"694",88.4497944849192
"695",88.6262870154248
"696",88.4895325322404
"697",88.1790230689539
"698",88.487059789264
"699",88.4832302333429
"700",88.3652848109006
"701",88.4634445790291
"702",88.9600257464721
"703",88.424800126171
"704",88.4397202363743
"705",88.6094400683119
"706",88.6624621760182
"707",88.899719379479
"708",88.6101494134725
"709",89.0032204500259
"710",88.6975944253041
"711",88.6424844158885
"712",88.7098923686078
"713",88.9966538468326
"714",88.7929133081249
"715",88.8103099987338
"716",88.8653644878259
"717",80.0054328671006
"718",89.6930345949708
"719",89.225645565867
"720",88.7809322724708
"721",89.0104056750605
"722",89.2016606537633
"723",89.2283288885874
"724",89.065329381167
"725",89.3194225149256
"726",89.2405428036208
"727",88.8806494132072
"728",89.3206368290388
"729",89.1423788943332
"730",89.1329486567887
"731",89.2015746335465
